1.674997631142522092e+00 -1.556058992902590976e+00
5.763302104347722832e-03 1.769003542549809072e-01
1.341960653983582219e+00 -2.638128905765031007e+00
1.742875796350775941e+00 4.216357594076287629e-01
1.272854569221818943e+00 -6.829672177096753893e-01
1.484402994463003056e+00 -4.727416265951542407e+00
6.879983065942238962e-01 -2.645267538699172416e+00
1.988449461466632817e+00 3.132674213863823276e+00
1.731168464327239365e+00 8.570914474317692378e-02
1.521695538642597656e+00 -4.613267207924605984e+00
7.336911133108727778e-01 -2.088980467133457974e+00
5.788494238342389853e-01 -2.412775122082497781e+00
6.269652618841246028e-01 -2.796658166469254692e+00
1.627911346392598491e+00 -2.830520026494660613e+00
1.597657108629208178e+00 -3.526204778822311425e+00
6.678749730693276376e-01 -2.773866844755710659e+00
1.197534046966912236e+00 1.450544719506762448e+00
1.462938163240994349e+00 -4.659002421926458304e+00
1.849412080449996720e+00 2.866940569402624650e+00
4.098476533690875723e-01 1.381514683678616073e+00
7.282203752259654994e-01 -2.173393526054809399e+00
1.895558005549403457e+00 3.375887956199251860e+00
1.676366203818295819e-01 4.028804317148905412e+00
1.782077169970750941e+00 1.478341950232103574e+00
2.167796593991715426e-01 4.357804013692027745e+00
4.083879554658298439e-01 1.420171292121757745e+00
1.746968812101263424e+00 5.374099943569389248e-01
1.520932845913162135e+00 -4.618536458678075718e+00
5.838140577286330402e-01 -2.472120201681772933e+00
1.339801983473696279e-01 3.526943003390230480e+00
1.184273467832178905e+00 1.781174862939425063e+00
1.033211641869328012e+00 3.536337224996919382e+00
4.441606153569743753e-02 1.341386086477606154e+00
3.357401732422322649e-01 3.159033334663552850e+00
1.743470139877220992e+00 4.385071446314832144e-01
1.393715127710954294e+00 -3.804025126258243183e+00
6.834247589700273018e-01 -2.681090572794474713e+00
3.132744629187900198e-01 3.577208419391002980e+00
7.984905732363685171e-01 -8.026279343683115908e-01
5.084579763416194886e-01 -1.153723771443041057e+00
1.546035081604230088e+00 -4.382849046211681809e+00
5.547600355843294029e-01 -2.065117876465957458e+00
1.742732666684844167e+00 4.175698637928160206e-01
1.611120985825728491e+00 -3.231635289499138253e+00
1.295388259335386039e-01 3.445335366482410677e+00
1.079020159095469555e+00 3.457931942248440027e+00
3.783721667510497877e-01 2.192091138528199590e+00
5.182490480099208874e-01 -1.369530507598805791e+00
6.615332897461345674e-02 1.957853044500253326e+00
1.160236255001745542e+00 2.324119652530530100e+00
1.501002906913305734e+00 -4.713026994881001741e+00
3.824488324362216307e-01 2.090525435686739097e+00
